StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed consent,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,distractor_1,distractor_2,distractor_3,distractor_4,distractor_5,distractor_6,distractor_7,distractor_8,distractor_9,distractor_10,distractor_11,distractor_12,distractor_13,distractor_14,distractor_15,recall9,recall10,recall11,recall12,recall13,recall14,recall15,recall16,recall1,recall2,recall3,recall4,recall5,recall6,recall7,recall8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,gender,race,age,SC0,Condition
2018-12-03 17:30:48,2018-12-03 17:36:54,IP Address,100,365,True,2018-12-03 17:36:54,R_3F2qEGygxQ0E4Jj,anonymous,EN,Yes,0,0,20.013,0,0,0,20.018,0,0,0,20.019,0,0,0,20.163,0,0,0,20.009,0,0,0,20.108,0,0,0,20.011,0,0,0,20.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lion,tiger,bear,cougar,rabbit,lamb,horse,sheep,dog,cat,mouse,armadillo,sloth,cow,deer,,,,,,,,,White1True,East Asian1True,White2True,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,Female,White,29,8,1
2018-12-03 17:31:00,2018-12-03 17:36:55,IP Address,100,354,True,2018-12-03 17:36:55,R_3Ea5UCKEP6AK5j3,anonymous,EN,Yes,1.257,1.257,20.008,1,1.21,1.21,20.108,1,1.957,1.957,20.006,1,1.351,1.351,20.106,1,1.313,17.571,20.007,2,5.667,5.667,20.006,1,0.982,0.982,20.007,1,1.843,1.843,20.016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,cat,tiger,mouse,squirrel,monkey,chicken,fox,wolf,rooster,duck,deer,moose,lion,skunk,,,,,,,,,White1True,East Asian1True,EastAsian2,EastAsian3,EastAsian1,White4True,EastAsian1,EastAsian4True,4,1,3,1,6 Extremely disgusting,2,5,Female,White,67,4,1
2018-12-03 17:30:45,2018-12-03 17:36:56,IP Address,100,370,True,2018-12-03 17:36:56,R_3p3WodhMrlHeqo2,anonymous,EN,Yes,0,0,20.11,0,0,0,20.111,0,0,0,20.007,0,0,0,20.109,0,0,0,20.008,0,0,0,20.108,0,0,0,20.007,0,0,0,20.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dogs,"Cats ",sharks,whales,bunny,pig,chicken,cow,snake,lizard,hippo,lion,tiger,mouse,"kangaroo ",,,,,,,,,White1True,East Asian1True,EastAsian4,EastAsian3,White4,White3,White4,EastAsian2,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,4,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,Female,White,29,2,1
2018-12-03 17:30:42,2018-12-03 17:37:04,IP Address,100,382,True,2018-12-03 17:37:05,R_11XEJmN7UIAKRp1,anonymous,EN,Yes,0,0,20.13,0,3.771,3.771,21.797,1,2.316,2.316,20.117,1,0,0,20.117,0,0,0,20.011,0,13.416,13.416,21.657,1,0,0,21.41,0,0,0,23.384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bear,Tiger,Lion,Dog,Cat,Panther,Dear,Alligator,,,,,,,,,,,,,,,,White1True,White4,EastAsian1,White3,EastAsian4,White1,White3,White3,5,5,5,5,5,5,5,Male,Black or African American,26,1,1
2018-12-03 17:31:13,2018-12-03 17:37:10,IP Address,100,357,True,2018-12-03 17:37:10,R_2YKYdoOLo1zvlUu,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.784,8.784,20.024,1,0,0,20.023,0,6.489,6.489,20.013,1,0,0,20.114,0,0,0,20.014,0,0,0,20.113,0,0,0,20.019,0,0,0,20.016,0,cats,giraffes,tigers,lion,horse,wolf,sheep,dog,leopard,coyote,hippopotamus,bear,bison,buffalo,frog,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian4,WhiteInfect4,WhiteInfect4True,EastAsian3True,WhiteInfect4,,,,,,,,,4,4,2,2,4,4,4,Female,Asian,37,5,2
2018-12-03 17:30:43,2018-12-03 17:37:11,IP Address,100,388,True,2018-12-03 17:37:12,R_3CUUHjPzp7ZKKE2,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.012,0,0,0,20.01,0,0,0,20.006,0,0,0,20.012,0,0,0,20.009,0,0,0,20.109,0,0,0,20.006,0,0,0,20.012,0,dog,cat,rabbit,deer,crow,cow,horse,zebra,elephant,lion,tiger,bear,moose,elk,squirrel,EastAsian1,EastAsian2,WhiteInfect2True,EastAsian3,WhiteInfect3True,WhiteInfect4True,WhiteInfect1,EastAsian4True,,,,,,,,,4,1,2,4,3,3,3,Male,White,35,4,2
2018-12-03 17:31:21,2018-12-03 17:37:11,IP Address,100,350,True,2018-12-03 17:37:12,R_4TRJWgxnHFe2GIx,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.009,0,0,0,20.034,0,0,0,20.014,0,0,0,21.872,0,0,0,20.109,0,2.731,2.731,20.008,1,0,0,20.108,0,0,0,20.106,0,cow,dog,cat,chicken,duck,swan,hyena,lion,bear,polar bear,coyote,wolf,turtle,fish,tortoise,WhiteInfect1True,EastAsian1True,EastAsian3,WhiteInfect4,WhiteInfect3True,EastAsian2,WhiteInfect4,WhiteInfect2,,,,,,,,,2,4,1,0 Not at all disgusting,2,1,6 Extremely disgusting,Male,White,36,3,2
2018-12-03 17:31:08,2018-12-03 17:37:16,IP Address,100,367,True,2018-12-03 17:37:17,R_3rMq0hrT9ALxgz2,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.119,0,0,0,21.989,0,0,0,21.988,0,0,0,21.985,0,17.891,17.891,21.918,1,0,0,20.131,0,0,0,20.105,0,0,0,21.723,0,bird,cat,dog,wolf,horse,bull,sheep,goat,mosquito,tick,crocodile,flea,parasite,lame,pay,EastAsian2,EastAsian3,EastAsian1,EastAsian3,EastAsian3,WhiteInfect3,EastAsian1,EastAsian4True,,,,,,,,,4,2,2,4,,2,4,Male,White,23,1,2
2018-12-03 17:30:49,2018-12-03 17:37:20,IP Address,100,391,True,2018-12-03 17:37:21,R_1FlYJslHQKFpZ8t,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.006,0,0,0,20.012,0,0,0,20.008,0,0,0,20.006,0,7.76,12.062,20.109,5,0,0,20.011,0,0,0,20.019,0,0,0,20.112,0,dog,cow,deer,elk,bear,wolf,cat,rat,raccoon,horse,goat,sheep,squirrel,fox,coyote,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian2True,WhiteInfect3True,WhiteInfect4True,EastAsian3True,EastAsian4True,,,,,,,,,6 Extremely disgusting,4,4,5,5,5,5,Female,White,48,8,2
2018-12-03 17:31:28,2018-12-03 17:37:33,IP Address,100,364,True,2018-12-03 17:37:33,R_3ilimreZ0ObDkQ2,anonymous,EN,Yes,0,0,20.009,0,0,0,20.009,0,0,0,20.008,0,0,0,20.006,0,0,0,20.106,0,0,0,20.109,0,0,0,20.107,0,0,0,20.109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,,,,,,,,,White4,White3,EastAsian3,EastAsian4,White3True,White1,EastAsian2,White2,2,4,3,4,2,5,4,Male,White,29,1,1
2018-12-03 17:31:33,2018-12-03 17:37:37,IP Address,100,363,True,2018-12-03 17:37:37,R_1IKj9bwMqiQKf9M,anonymous,EN,Yes,17.016,17.016,20.041,1,0,0,21.919,0,0,0,20.205,0,0,0,20.012,0,0,0,20.07,0,0,0,20.006,0,0,0,20.107,0,0,0,20.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grizzly bear,black bear,panda bear,rattle snake,king cobra,water mocassin,rhino,whale,bottlenose dolphin,tiger shark,whale shark,great white shark,hammerhead shark,bass,carp,,,,,,,,,White1True,East Asian1True,White2True,White4,White4,EastAsian4,EastAsian4,EastAsian2,5,6 Extremely disgusting,4,3,4,3,5,Male,Asian,22,3,1
2018-12-03 17:30:46,2018-12-03 17:37:45,IP Address,100,418,True,2018-12-03 17:37:45,R_2rHpuUYKch30YnN,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.122,0,0,0,20.034,0,2.918,7.598,21.457,4,0,0,20.007,0,0,0,20.204,0,0,0,20.007,0,0,0,20.098,0,0,0,20.11,0,Aleutian Canada Goose,Gray Wolf," Bald Eagle"," Gray Whale",Sea Lion,White Rhinoceros," Brown Pelican",Peregrine Falcon,Siberian Tiger,Galapagos Giant Tortoise,Mountain Gorilla,American Alligator,Flying Squirrel,Grizzly Bear,California Condor,EastAsian4,EastAsian3,WhiteInfect4,EastAsian2True,WhiteInfect2,WhiteInfect3,WhiteInfect1,WhiteInfect4,,,,,,,,,5,5,2,4,4,5,5,Female,White,28,1,2
2018-12-03 17:31:09,2018-12-03 17:37:46,IP Address,100,396,True,2018-12-03 17:37:46,R_23UfQS8qlbGj6Fv,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.009,0,0,0,20.108,0,0,0,20.015,0,0,0,20.008,0,0,0,20.007,0,0,0,20.007,0,0,0,20.108,0,0,0,20.008,0,dog,cat,sheep,fish,gorilla,bird,rabbit,snake,bat,horse,pig,hamster,hedgehog,turtle,llama,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian2True,WhiteInfect3True,EastAsian3,EastAsian3True,EastAsian4True,,,,,,,,,6 Extremely disgusting,3,5,4,5,5,5,Female,White,27,7,2
2018-12-03 17:31:06,2018-12-03 17:37:46,IP Address,100,400,True,2018-12-03 17:37:47,R_1GBQrvDQ5fqPlMS,anonymous,EN,Yes,0,0,20.006,0,0,0,20.119,0,0,0,20.024,0,0,0,20.006,0,0,0,20.117,0,0,0,20.022,0,0,0,20.028,0,0,0,20.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dog,Cat,Sheep,Horse,Pig,Falcon,Bear,Bobcat,"Cougar ",Bison,Polar Bear,Lion,Zebra,Deer,Elk,,,,,,,,,White1True,East Asian1True,White2True,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,3,1,2,2,4,3,2,Male,White,29,8,1
2018-12-03 17:31:14,2018-12-03 17:37:48,IP Address,100,393,True,2018-12-03 17:37:48,R_Y0ug31HLUYRbQHL,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.019,0,0,0,20.11,0,0,0,20.011,0,0,0,20.008,0,0,0,20.11,0,0,0,20.01,0,0,0,20.01,0,0,0,20.046,0,panda,tiger,lion,lizard,snake,dog,cat,bird,squierrel,bear,zebra,penguin,goat,cow,frog,WhiteInfect1True,EastAsian1True,WhiteInfect3,WhiteInfect2,EastAsian2,EastAsian4,EastAsian3True,EastAsian3,,,,,,,,,4,2,5,6 Extremely disgusting,5,2,6 Extremely disgusting,Female,White,37,3,2
2018-12-03 17:31:42,2018-12-03 17:37:54,IP Address,100,372,True,2018-12-03 17:37:54,R_2EF3BjPHh29cFCX,anonymous,EN,Yes,0,0,20.068,0,0,0,20.109,0,3.705,15.479,20.008,6,0,0,20.008,0,0,0,20.109,0,0,0,20.109,0,0,0,20.109,0,6.414,14.789,21.525,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LION,TIGER,ELEPHANT,WOLF,MONKEY,HUMAN,"CAT ",DOG,DEER,BEAR,HORSE,FOX,GOAT,COW,SHEEP,,,,,,,,,EastAsian3,EastAsian2,White3,EastAsian2True,EastAsian3,White3,White1,White4,3,6 Extremely disgusting,1,1,6 Extremely disgusting,1,0 Not at all disgusting,Male,Asian,21,1,1
2018-12-03 17:31:56,2018-12-03 17:37:56,IP Address,100,359,True,2018-12-03 17:37:56,R_dh5HO6esSDU5GnL,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.01,0,0,0,20.006,0,0,0,20.108,0,0,0,20.007,0,0,0,20.14,0,0,0,20.106,0,0,0,20.006,0,0,0,20.008,0,dog,cat,cow,horse,lion,tiger,chicken,wolf,fox,robin,crow,mouse,rat,rabbit,squirrel,WhiteInfect1True,EastAsian1True,WhiteInfect4,EastAsian2True,WhiteInfect3True,WhiteInfect2,EastAsian3True,EastAsian3,,,,,,,,,5,3,4,3,5,2,3,Male,White,63,5,2
2018-12-03 17:31:04,2018-12-03 17:37:56,IP Address,100,411,True,2018-12-03 17:37:57,R_1eFUWH0fPOjy6PV,anonymous,EN,Yes,0,0,20.021,0,0,0,20.007,0,0,0,20.009,0,0,0,20.009,0,0,0,20.008,0,0,0,20.007,0,0,0,20.007,0,0,0,20.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray Wolf,Bald Eagle,Gray Whale,Sea Lion,White Rhinoceros,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,Brown Pelican,,,,,,,,,White1True,EastAsian2,White4,White2,White4,EastAsian1,EastAsian3True,EastAsian1,2,4,2,5,3,1,4,Male,White,29,2,1
2018-12-03 17:31:42,2018-12-03 17:37:57,IP Address,100,374,True,2018-12-03 17:37:57,R_2477Tww4knYGOtQ,anonymous,EN,Yes,2.74,2.74,20.011,1,0,0,20.118,0,0,0,20.014,0,0,0,20.107,0,0,0,20.107,0,0,0,20.014,0,0,0,20.008,0,0,0,20.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cat,dog,bird,fish,frog,cow,horse,tiger,leopard,monkey,ape,butterfly,hog,pig,snake,,,,,,,,,White1True,East Asian1True,White2True,EastAsian2True,White4,EastAsian4,White3,EastAsian3,5,6 Extremely disgusting,4,3,6 Extremely disgusting,4,6 Extremely disgusting,Female,Black or African American,39,4,1
2018-12-03 17:31:47,2018-12-03 17:37:59,IP Address,100,371,True,2018-12-03 17:37:59,R_3gR5fmqIsLbYY5o,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.006,0,0,0,20.106,0,0,0,20.007,0,0,0,20.007,0,0,0,20.109,0,0,0,20.109,0,0,0,20.007,0,0,0,20.107,0,Elephant,Sloth,Dog,Cat,Panda,Giraffe,Bison,Horse,Seal,Penguin,Hawk,Eagle,Robin,Swallow,Bear,WhiteInfect1True,EastAsian1True,EastAsian2,WhiteInfect3,WhiteInfect4,WhiteInfect2,EastAsian3True,EastAsian4True,,,,,,,,,1,1,1,4,3,1,6 Extremely disgusting,Male,White,23,4,2
2018-12-03 17:30:48,2018-12-03 17:38:00,IP Address,100,431,True,2018-12-03 17:38:00,R_3e8seyy7JFwNIO0,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.006,0,0,0,20.006,0,0,0,20.006,0,0,0,20.107,0,0,0,20.006,0,0,0,20.006,0,0,0,20.006,0,0,0,20.007,0,cat,dog,elephant,tiger,lion,goldfish,armadillo,alligator,crocodile,shrew,chicken,snake,fly,wasp,bee,WhiteInfect2,WhiteInfect3,EastAsian2,EastAsian3,EastAsian4,EastAsian3,WhiteInfect4,EastAsian1,,,,,,,,,4,5,3,3,5,4,4,Male,White,31,0,2
2018-12-03 17:32:11,2018-12-03 17:38:01,IP Address,100,350,True,2018-12-03 17:38:02,R_23V1NdqJQRPTJG7,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.009,0,0,0,20.007,0,0,0,20.008,0,0,0,20.008,0,0,0,20.007,0,0,0,20.007,0,0,0,20.108,0,0,0,20.008,0,bird,dog,cat,whale,snake,octopus,bear,duck,goose,owl,elephant,giraffe,panda,horse,cow,WhiteInfect4,EastAsian2,EastAsian3,EastAsian3,EastAsian1,EastAsian4,EastAsian3True,WhiteInfect3,,,,,,,,,1,1,0 Not at all disgusting,0 Not at all disgusting,4,2,0 Not at all disgusting,Male,White,30,1,2
2018-12-03 17:31:02,2018-12-03 17:38:06,IP Address,100,424,True,2018-12-03 17:38:06,R_reGSP8L1F7xUAHT,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94,13.94,20.011,1,11.465,18.532,20.022,2,1.725,1.725,20.012,1,2.453,17.177,20.158,4,17.603,17.603,20.011,1,0,0,20.008,0,13.688,13.688,20.11,1,0,0,20.109,0,Tiger,Chicken,Python,Beetle,Ant,Lion,Wolf,Moose,Shark,Ostrich,Parrot,Frog,Salamander,Cobra,Bee,WhiteInfect1True,EastAsian2,EastAsian3,EastAsian4,WhiteInfect3True,WhiteInfect1,EastAsian1,EastAsian4True,,,,,,,,,2,1,2,4,4,5,5,Male,White,26,3,2
2018-12-03 17:31:59,2018-12-03 17:38:11,IP Address,100,372,True,2018-12-03 17:38:11,R_XX1wV3q66m3NpHH,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.128,0,0,0,20.008,0,0,0,20.009,0,0,0,20.027,0,0,0,20.127,0,0,0,20.025,0,0,0,20.126,0,0,0,20.122,0,lion,elephant,giraffe,goat,llama,dolphin,shark,deer,antelope,ox,fox,squirrel,dog,cat,rabbit,WhiteInfect1True,EastAsian2,WhiteInfect3,EastAsian2True,WhiteInfect3True,EastAsian2,WhiteInfect2,EastAsian4True,,,,,,,,,6 Extremely disgusting,3,6 Extremely disgusting,1,4,3,6 Extremely disgusting,Female,White,34,4,2
2018-12-03 17:31:15,2018-12-03 17:38:13,IP Address,100,417,True,2018-12-03 17:38:13,R_3rPBASm1m8fBvw9,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.111,0,13.916,13.916,20.012,1,0,0,20.01,0,0,0,20.014,0,9.796,14.299,20.109,2,6.515,13.131,20.012,3,5.672,5.672,20.007,1,11.591,13.84,20.008,3,Cat,Dog,Bird,Goat,Cow,Pig,Tiger,Lion,Bear,Rabbit,Deer,Squirrel,Chipmunk,Gerbil,Mouse,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian3,WhiteInfect4,WhiteInfect2,EastAsian3True,EastAsian4True,,,,,,,,,4,4,2,4,5,5,6 Extremely disgusting,Female,White,23,5,2
2018-12-03 17:30:49,2018-12-03 17:38:20,IP Address,100,450,True,2018-12-03 17:38:20,R_1H1SFvF6vCV2iqP,anonymous,EN,Yes,0,0,20.135,0,0,0,20.038,0,0,0,20.005,0,0,0,21.396,0,0,0,21.986,0,0,0,22.002,0,0,0,21.997,0,0,0,21.978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,line,tiger,deer,rabbit,elephent,horse,donkey,goat,camel,llama,cow,sheep,cat,monkey,,,,,,,,,EastAsian2,EastAsian2,White3,EastAsian2True,White1,White4True,EastAsian2,EastAsian1,4,3,4,5,6 Extremely disgusting,5,6 Extremely disgusting,Male,Hispanic or Latino,25,2,1
2018-12-03 17:31:22,2018-12-03 17:38:26,IP Address,100,423,True,2018-12-03 17:38:26,R_1OiwehJarERenmF,anonymous,EN,Yes,0,0,20.007,0,0,0,20.008,0,0,0,20.007,0,0,0,20.007,0,0,0,20.107,0,0,0,20.195,0,0,0,20.007,0,0,0,20.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tigers,elephants,monkeys,chimps,pigs,cows,"chickens ",cats,dogs,foxes,deer,armadillos,"lamb ",alligator,"crocodile ",,,,,,,,,White1True,EastAsian3,EastAsian2,EastAsian2True,EastAsian1,White2,White4,EastAsian3,6 Extremely disgusting,4,5,3,5,5,6 Extremely disgusting,Female,White,25,2,1
2018-12-03 17:31:59,2018-12-03 17:38:27,IP Address,100,387,True,2018-12-03 17:38:27,R_3PvRhSop6qAUrHo,anonymous,EN,Yes,0,0,20.019,0,0,0,20.117,0,0,0,20.013,0,0,0,20.014,0,0,0,20.007,0,0,0,20.014,0,2.944,2.944,21.564,1,0,0,20.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lion,tiger,bear,dog,cat,owl,robin,lemur,ape,monkey,aligator,crocodile,elephant,horse,cheetah,,,,,,,,,White2,EastAsian4,EastAsian3,EastAsian1,White1,White4True,White1,EastAsian4True,5,6 Extremely disgusting,4,1,2,5,6 Extremely disgusting,Female,White,47,2,1
2018-12-03 17:30:47,2018-12-03 17:38:44,IP Address,100,476,True,2018-12-03 17:38:44,R_1C3YW7Vgu5qEhkl,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.012,0,1.445,2.112,20.009,2,0,0,20.008,0,0,0,20.01,0,2.281,2.281,20.11,1,0.649,0.649,20.008,1,0,0,20.01,0,1.625,1.625,20.012,1,Leopard,Elephant,Tiger,Lion,Bear,Polar bear,Monkey,Dog,Cat,Giraffe,Chimpanze,Parott,Gazelle,Penguin,Black panther,WhiteInfect1True,WhiteInfect2,EastAsian1,EastAsian2True,WhiteInfect3True,EastAsian3,WhiteInfect4,EastAsian4True,,,,,,,,,3,5,3,6 Extremely disgusting,6 Extremely disgusting,5,6 Extremely disgusting,Male,White,38,4,2
2018-12-03 17:31:32,2018-12-03 17:38:46,IP Address,100,434,True,2018-12-03 17:38:47,R_3e2KPT6nBAl26ld,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.119,0,2.858,2.858,20.021,1,8.098,8.098,20.17,1,4.463,4.463,20.052,1,8.935,8.935,20.148,1,5.029,5.029,20.114,1,10.254,10.254,20.011,1,14.241,14.241,20.062,1,cat,dog,pig,monkey,chicken,horse,cow,ship,mouse,hamster,goat,bear,rat,duck,tiger,WhiteInfect1True,EastAsian1True,WhiteInfect4,EastAsian2True,WhiteInfect2,EastAsian4,WhiteInfect3,EastAsian2,,,,,,,,,6 Extremely disgusting,3,6 Extremely disgusting,2,6 Extremely disgusting,6 Extremely disgusting,6 Extremely disgusting,Female,White,35,3,2
2018-12-03 17:31:52,2018-12-03 17:38:47,IP Address,100,415,True,2018-12-03 17:38:47,R_RtpQ7GHqQpyn58l,anonymous,EN,Yes,4.094,4.094,20.113,1,6.333,11.786,20.116,2,6.964,6.964,20.011,1,10.276,10.276,20.111,1,2.108,2.108,20.011,1,7.54,14.881,20.017,2,0,0,20.012,0,5.118,11.111,20.016,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant,Tiger,Lion,Parrot,Koala,"Kangaroo ","Monkey ",Lizard,Snake,Butterfly,Grasshopper,Zebra,Ostrich,Emu,"Giraffe ",,,,,,,,,White4,East Asian1True,White2True,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,6 Extremely disgusting,5,5,4,5,0 Not at all disgusting,6 Extremely disgusting,Male,White,29,7,1
2018-12-03 17:31:44,2018-12-03 17:38:49,IP Address,100,425,True,2018-12-03 17:38:49,R_OPB44W1ZNcKGnlv,anonymous,EN,Yes,6.597,6.597,20.007,1,6.744,6.744,20.006,1,11.502,11.502,20.107,1,13.698,13.698,20.007,1,10.84,14.692,20.007,2,10.878,10.878,20.007,1,12.473,12.473,20.107,1,8.58,8.58,20.107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolf,Bear,Lion,Tiger,Eagle,Hawk,Falcon,Deer,Cow,Pig,Chicken,Turtle,Frog,Shark,Whale,,,,,,,,,White1True,East Asian1True,White2True,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,6 Extremely disgusting,5,2,4,3,4,5,Male,Asian,34,8,1
2018-12-03 17:30:56,2018-12-03 17:38:52,IP Address,100,475,True,2018-12-03 17:38:53,R_ApzwlFiLmMRpkDn,anonymous,EN,Yes,0,0,20.014,0,0,0,20.109,0,0,0,20.011,0,0,0,20.01,0,0,0,20.109,0,0,0,20.008,0,0,0,20.109,0,0,0,20.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elephant,tiger,lion,giraffe,dog,cat,turtle,bear,dear,fox,rabbit,skunk,squirrel,elk,moose,,,,,,,,,White1True,EastAsian2,EastAsian4,EastAsian4,EastAsian3,White4True,EastAsian1,EastAsian3,4,3,3,4,4,4,6 Extremely disgusting,Female,White,55,2,1
2018-12-03 17:31:44,2018-12-03 17:38:52,IP Address,100,428,True,2018-12-03 17:38:53,R_3D8a8BTBpvMDuHV,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.213,0,0,0,20.109,0,0,0,20.008,0,0,0,20.009,0,0,0,20.107,0,0,0,20.008,0,0,0,20.009,0,0,0,20.008,0,cat,dog,lion,tiger,deer,ostrich,jaguar,mountain lion,cow,buffalo,rabbit,cougar,elk,moose,pig,WhiteInfect1True,EastAsian3,WhiteInfect4,EastAsian3,EastAsian4,WhiteInfect2,EastAsian3True,WhiteInfect3,,,,,,,,,5,3,2,4,4,5,4,Male,White,69,2,2
2018-12-03 17:30:57,2018-12-03 17:38:53,IP Address,100,476,True,2018-12-03 17:38:54,R_1mgUYnbogeis6Pr,anonymous,EN,Yes,0,0,20.041,0,0,0,20.022,0,0,0,20.027,0,0,0,20.033,0,0,0,20.027,0,0,0,20.035,0,0,0,20.138,0,0,0,20.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cats,dogs,lizards,rabbits,fish,insects,spiders,birds,mice,foxes,cows,goats,deer,bear,duck,,,,,,,,,White1True,EastAsian3,White2True,EastAsian2True,White3True,White4True,EastAsian4,EastAsian1,6 Extremely disgusting,5,6 Extremely disgusting,5,6 Extremely disgusting,4,6 Extremely disgusting,Male,Hispanic or Latino,38,5,1
2018-12-03 17:32:39,2018-12-03 17:38:59,IP Address,100,380,True,2018-12-03 17:39:00,R_SBpda2a2PmYCEdb,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.009,0,0,0,20.108,0,0,0,20.107,0,0,0,20.005,0,0,0,20.107,0,0,0,20.009,0,0,0,20.007,0,0,0,20.108,0,pig,cow,goat,robin,chicken,salmon,dog,cat,dragonfly,rabbit,racoon,skunk,squirrel,horse,eagle,WhiteInfect1True,EastAsian1True,EastAsian3,EastAsian3,WhiteInfect3True,WhiteInfect2,EastAsian2,WhiteInfect3,,,,,,,,,2,2,1,2,1,2,1,Male,White,35,3,2
